/tmp/slurmd/job1386016/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
2_C3D_Model_BC.py:76: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:117: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(1.7288, device='cuda:0'))
(0, 2, tensor(1.5562, device='cuda:0'))
(0, 3, tensor(2.1843, device='cuda:0'))
(0, 4, tensor(2.2855, device='cuda:0'))
(0, 5, tensor(2.1307, device='cuda:0'))
(0, 6, tensor(2.1086, device='cuda:0'))
(0, 7, tensor(2.2152, device='cuda:0'))
(0, 8, tensor(1.8681, device='cuda:0'))
(0, 9, tensor(2.3398, device='cuda:0'))
(0, 10, tensor(1.8148, device='cuda:0'))
(0, 11, tensor(1.9332, device='cuda:0'))
(0, 12, tensor(1.7962, device='cuda:0'))
(0, 13, tensor(2.0348, device='cuda:0'))
(0, 14, tensor(2.0116, device='cuda:0'))
(0, 15, tensor(1.1882, device='cuda:0'))
(0, 16, tensor(1.6843, device='cuda:0'))
(0, 17, tensor(1.9532, device='cuda:0'))
(0, 18, tensor(1.6527, device='cuda:0'))
(0, 19, tensor(1.9424, device='cuda:0'))
(0, 20, tensor(1.4483, device='cuda:0'))
(0, 21, tensor(1.6203, device='cuda:0'))
(0, 22, tensor(1.3887, device='cuda:0'))
(0, 23, tensor(1.7256, device='cuda:0'))
(0, 24, tensor(1.7423, device='cuda:0'))
(0, 25, tensor(1.9890, device='cuda:0'))
(0, 26, tensor(1.9519, device='cuda:0'))
(0, 27, tensor(1.6040, device='cuda:0'))
(0, 28, tensor(1.7860, device='cuda:0'))
(0, 29, tensor(1.6301, device='cuda:0'))
(0, 30, tensor(2.0707, device='cuda:0'))
(0, 31, tensor(1.7628, device='cuda:0'))
(0, 32, tensor(1.4056, device='cuda:0'))
(0, 33, tensor(1.5813, device='cuda:0'))
(0, 34, tensor(1.8065, device='cuda:0'))
(0, 35, tensor(1.6308, device='cuda:0'))
(0, 36, tensor(1.0845, device='cuda:0'))
(0, 37, tensor(1.3606, device='cuda:0'))
(0, 38, tensor(1.8865, device='cuda:0'))
(0, 39, tensor(1.6567, device='cuda:0'))
(0, 40, tensor(1.7948, device='cuda:0'))
(0, 41, tensor(1.7759, device='cuda:0'))
(0, 42, tensor(1.8064, device='cuda:0'))
(0, 43, tensor(1.0371, device='cuda:0'))
(0, 44, tensor(1.2092, device='cuda:0'))
(0, 45, tensor(1.5320, device='cuda:0'))
(0, 46, tensor(1.2717, device='cuda:0'))
(0, 47, tensor(1.4069, device='cuda:0'))
(0, 48, tensor(1.3198, device='cuda:0'))
(0, 49, tensor(1.3916, device='cuda:0'))
(0, 50, tensor(1.6429, device='cuda:0'))
(0, 51, tensor(1.4378, device='cuda:0'))
(0, 52, tensor(0.8901, device='cuda:0'))
(0, 53, tensor(1.6012, device='cuda:0'))
(0, 54, tensor(1.5723, device='cuda:0'))
(0, 55, tensor(1.4837, device='cuda:0'))
(0, 56, tensor(1.8512, device='cuda:0'))
(0, 57, tensor(1.7906, device='cuda:0'))
(0, 58, tensor(1.5895, device='cuda:0'))
(0, 59, tensor(1.6347, device='cuda:0'))
(0, 60, tensor(1.6945, device='cuda:0'))
(0, 61, tensor(1.7715, device='cuda:0'))
(0, 62, tensor(1.8518, device='cuda:0'))
(0, 63, tensor(1.3829, device='cuda:0'))
(0, 64, tensor(1.1539, device='cuda:0'))
(0, 65, tensor(1.1262, device='cuda:0'))
(0, 66, tensor(1.0851, device='cuda:0'))
(0, 67, tensor(1.4387, device='cuda:0'))
(0, 68, tensor(1.1775, device='cuda:0'))
(0, 69, tensor(1.8728, device='cuda:0'))
(0, 70, tensor(1.1783, device='cuda:0'))
(0, 71, tensor(1.4149, device='cuda:0'))
(0, 72, tensor(1.4330, device='cuda:0'))
(0, 73, tensor(1.8883, device='cuda:0'))
(0, 74, tensor(1.9543, device='cuda:0'))
(0, 75, tensor(1.6515, device='cuda:0'))
(0, 76, tensor(1.4465, device='cuda:0'))
(0, 77, tensor(1.4945, device='cuda:0'))
(0, 78, tensor(1.2212, device='cuda:0'))
(0, 79, tensor(1.5504, device='cuda:0'))
(0, 80, tensor(1.2989, device='cuda:0'))
(0, 81, tensor(1.1587, device='cuda:0'))
(0, 82, tensor(0.9747, device='cuda:0'))
(0, 83, tensor(1.4136, device='cuda:0'))
(0, 84, tensor(0.7868, device='cuda:0'))
(0, 85, tensor(1.1152, device='cuda:0'))
(0, 86, tensor(1.5618, device='cuda:0'))
(0, 87, tensor(1.2309, device='cuda:0'))
(0, 88, tensor(1.4454, device='cuda:0'))
(0, 89, tensor(1.3575, device='cuda:0'))
(0, 90, tensor(1.2013, device='cuda:0'))
(0, 91, tensor(1.1743, device='cuda:0'))
(0, 92, tensor(0.8986, device='cuda:0'))
(0, 93, tensor(0.8679, device='cuda:0'))
(0, 94, tensor(2.0812, device='cuda:0'))
(0, 95, tensor(1.3933, device='cuda:0'))
(0, 96, tensor(1.1894, device='cuda:0'))
(0, 97, tensor(1.6242, device='cuda:0'))
(0, 98, tensor(1.3024, device='cuda:0'))
(0, 99, tensor(0.8646, device='cuda:0'))
(0, 100, tensor(1.2551, device='cuda:0'))
(0, 101, tensor(1.3375, device='cuda:0'))
(0, 102, tensor(0.9744, device='cuda:0'))
(0, 103, tensor(1.0874, device='cuda:0'))
(0, 104, tensor(1.5698, device='cuda:0'))
(0, 105, tensor(1.1333, device='cuda:0'))
(0, 106, tensor(1.0189, device='cuda:0'))
(0, 107, tensor(1.4995, device='cuda:0'))
(0, 108, tensor(0.9129, device='cuda:0'))
(0, 109, tensor(1.5662, device='cuda:0'))
(0, 110, tensor(1.4818, device='cuda:0'))
(0, 111, tensor(1.3806, device='cuda:0'))
(0, 112, tensor(1.5270, device='cuda:0'))
(0, 113, tensor(1.7010, device='cuda:0'))
(0, 114, tensor(1.2334, device='cuda:0'))
(0, 115, tensor(1.2642, device='cuda:0'))
(0, 116, tensor(0.8205, device='cuda:0'))
(0, 117, tensor(1.3440, device='cuda:0'))
(0, 118, tensor(1.3488, device='cuda:0'))
(0, 119, tensor(0.7161, device='cuda:0'))
(0, 120, tensor(1.2745, device='cuda:0'))
(0, 121, tensor(1.1836, device='cuda:0'))
(0, 122, tensor(1.0278, device='cuda:0'))
(0, 123, tensor(1.9066, device='cuda:0'))
(0, 124, tensor(1.3953, device='cuda:0'))
(0, 125, tensor(1.5346, device='cuda:0'))
(0, 126, tensor(1.1159, device='cuda:0'))
(0, 127, tensor(1.0251, device='cuda:0'))
(0, 128, tensor(1.1879, device='cuda:0'))
(0, 129, tensor(1.1481, device='cuda:0'))
(0, 130, tensor(1.3416, device='cuda:0'))
(0, 131, tensor(1.1384, device='cuda:0'))
(0, 132, tensor(0.9916, device='cuda:0'))
(0, 133, tensor(0.9916, device='cuda:0'))
(0, 134, tensor(1.4159, device='cuda:0'))
(0, 135, tensor(1.0273, device='cuda:0'))
(0, 136, tensor(0.7801, device='cuda:0'))
(0, 137, tensor(1.3942, device='cuda:0'))
(0, 138, tensor(1.2646, device='cuda:0'))
(0, 139, tensor(1.6286, device='cuda:0'))
(0, 140, tensor(1.1213, device='cuda:0'))
(0, 141, tensor(1.3841, device='cuda:0'))
(0, 142, tensor(1.5091, device='cuda:0'))
(0, 143, tensor(0.8820, device='cuda:0'))
(0, 144, tensor(1.4817, device='cuda:0'))
(0, 145, tensor(1.0816, device='cuda:0'))
(0, 146, tensor(1.2109, device='cuda:0'))
(0, 147, tensor(0.8469, device='cuda:0'))
(0, 148, tensor(1.2954, device='cuda:0'))
(0, 149, tensor(1.0935, device='cuda:0'))
(0, 150, tensor(0.8336, device='cuda:0'))
(0, 151, tensor(1.1297, device='cuda:0'))
(0, 152, tensor(1.3046, device='cuda:0'))
(0, 153, tensor(1.5313, device='cuda:0'))
(0, 154, tensor(0.9027, device='cuda:0'))
(0, 155, tensor(1.3722, device='cuda:0'))
(0, 156, tensor(1.5299, device='cuda:0'))
(0, 157, tensor(0.8990, device='cuda:0'))
(0, 158, tensor(1.0215, device='cuda:0'))
(0, 159, tensor(1.1818, device='cuda:0'))
(0, 160, tensor(1.2662, device='cuda:0'))
(0, 161, tensor(1.1082, device='cuda:0'))
(0, 162, tensor(1.0811, device='cuda:0'))
(0, 163, tensor(0.7576, device='cuda:0'))
(0, 164, tensor(1.1589, device='cuda:0'))
(0, 165, tensor(0.8885, device='cuda:0'))
(0, 166, tensor(1.2420, device='cuda:0'))
(0, 167, tensor(1.8619, device='cuda:0'))
(0, 168, tensor(1.2219, device='cuda:0'))
(0, 169, tensor(1.6875, device='cuda:0'))
(0, 170, tensor(1.1473, device='cuda:0'))
(0, 171, tensor(0.9486, device='cuda:0'))
(0, 172, tensor(0.8201, device='cuda:0'))
(0, 173, tensor(1.9570, device='cuda:0'))
(0, 174, tensor(1.6027, device='cuda:0'))
(0, 175, tensor(1.8772, device='cuda:0'))
(0, 176, tensor(0.7033, device='cuda:0'))
(0, 177, tensor(1.2408, device='cuda:0'))
(0, 178, tensor(1.0006, device='cuda:0'))
(0, 179, tensor(1.1860, device='cuda:0'))
(0, 180, tensor(1.4023, device='cuda:0'))
(0, 181, tensor(1.3661, device='cuda:0'))
(0, 182, tensor(1.2723, device='cuda:0'))
(0, 183, tensor(1.4333, device='cuda:0'))
(0, 184, tensor(1.2830, device='cuda:0'))
(0, 185, tensor(1.1142, device='cuda:0'))
(0, 186, tensor(1.5832, device='cuda:0'))
(0, 187, tensor(0.9411, device='cuda:0'))
(0, 188, tensor(1.0040, device='cuda:0'))
(0, 189, tensor(1.0481, device='cuda:0'))
(0, 190, tensor(1.1792, device='cuda:0'))
(0, 191, tensor(1.6061, device='cuda:0'))
(0, 192, tensor(0.7861, device='cuda:0'))
(0, 193, tensor(0.8425, device='cuda:0'))
(0, 194, tensor(1.2354, device='cuda:0'))
(0, 195, tensor(1.5473, device='cuda:0'))
(0, 196, tensor(1.5367, device='cuda:0'))
(0, 197, tensor(1.2792, device='cuda:0'))
(0, 198, tensor(1.2046, device='cuda:0'))
(0, 199, tensor(1.4799, device='cuda:0'))
(0, 200, tensor(2.0071, device='cuda:0'))
