/tmp/slurmd/job1384543/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
2_C3D_Model_BC.py:93: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:135: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(3.8977, device='cuda:0'))
(0, 2, tensor(3.8626, device='cuda:0'))
(0, 3, tensor(3.8533, device='cuda:0'))
(0, 4, tensor(3.7882, device='cuda:0'))
(0, 5, tensor(3.8499, device='cuda:0'))
(0, 6, tensor(3.8166, device='cuda:0'))
(0, 7, tensor(3.8712, device='cuda:0'))
(0, 8, tensor(3.8327, device='cuda:0'))
(0, 9, tensor(3.8212, device='cuda:0'))
(0, 10, tensor(3.8376, device='cuda:0'))
(0, 11, tensor(3.8366, device='cuda:0'))
(0, 12, tensor(3.8187, device='cuda:0'))
(0, 13, tensor(3.8163, device='cuda:0'))
(0, 14, tensor(3.8283, device='cuda:0'))
(0, 15, tensor(3.8061, device='cuda:0'))
(0, 16, tensor(3.8210, device='cuda:0'))
(0, 17, tensor(3.7944, device='cuda:0'))
(0, 18, tensor(3.8342, device='cuda:0'))
(0, 19, tensor(3.8342, device='cuda:0'))
(0, 20, tensor(3.8176, device='cuda:0'))
(0, 21, tensor(3.8589, device='cuda:0'))
(0, 22, tensor(3.8252, device='cuda:0'))
(0, 23, tensor(3.8838, device='cuda:0'))
(0, 24, tensor(3.8411, device='cuda:0'))
(0, 25, tensor(3.8093, device='cuda:0'))
(0, 26, tensor(3.8327, device='cuda:0'))
(0, 27, tensor(3.8164, device='cuda:0'))
(0, 28, tensor(3.8411, device='cuda:0'))
(0, 29, tensor(3.8074, device='cuda:0'))
(0, 30, tensor(3.8524, device='cuda:0'))
(0, 31, tensor(3.7832, device='cuda:0'))
(0, 32, tensor(3.8209, device='cuda:0'))
(0, 33, tensor(3.8113, device='cuda:0'))
(0, 34, tensor(3.7799, device='cuda:0'))
(0, 35, tensor(3.8301, device='cuda:0'))
(0, 36, tensor(3.8159, device='cuda:0'))
(0, 37, tensor(3.8477, device='cuda:0'))
(0, 38, tensor(3.8399, device='cuda:0'))
(0, 39, tensor(3.8578, device='cuda:0'))
(0, 40, tensor(3.8501, device='cuda:0'))
(0, 41, tensor(3.8264, device='cuda:0'))
(0, 42, tensor(3.8485, device='cuda:0'))
(0, 43, tensor(3.8404, device='cuda:0'))
(0, 44, tensor(3.7997, device='cuda:0'))
(0, 45, tensor(3.8344, device='cuda:0'))
(0, 46, tensor(3.8303, device='cuda:0'))
(0, 47, tensor(3.8162, device='cuda:0'))
(0, 48, tensor(3.8012, device='cuda:0'))
(0, 49, tensor(3.8104, device='cuda:0'))
(0, 50, tensor(3.8753, device='cuda:0'))
(0, 51, tensor(3.8438, device='cuda:0'))
(0, 52, tensor(3.8168, device='cuda:0'))
(0, 53, tensor(3.7880, device='cuda:0'))
(0, 54, tensor(3.8301, device='cuda:0'))
(0, 55, tensor(3.7806, device='cuda:0'))
(0, 56, tensor(3.7795, device='cuda:0'))
(0, 57, tensor(3.7493, device='cuda:0'))
(0, 58, tensor(3.8027, device='cuda:0'))
(0, 59, tensor(3.8256, device='cuda:0'))
(0, 60, tensor(3.8411, device='cuda:0'))
(0, 61, tensor(3.8041, device='cuda:0'))
(0, 62, tensor(3.8039, device='cuda:0'))
(0, 63, tensor(3.7416, device='cuda:0'))
(0, 64, tensor(3.8244, device='cuda:0'))
(0, 65, tensor(3.7950, device='cuda:0'))
(0, 66, tensor(3.8219, device='cuda:0'))
(0, 67, tensor(3.7636, device='cuda:0'))
(0, 68, tensor(3.8072, device='cuda:0'))
(0, 69, tensor(3.8070, device='cuda:0'))
(0, 70, tensor(3.7653, device='cuda:0'))
(0, 71, tensor(3.8013, device='cuda:0'))
(0, 72, tensor(3.7574, device='cuda:0'))
(0, 73, tensor(3.8372, device='cuda:0'))
(0, 74, tensor(3.7701, device='cuda:0'))
(0, 75, tensor(3.7299, device='cuda:0'))
(0, 76, tensor(3.8107, device='cuda:0'))
(0, 77, tensor(3.8369, device='cuda:0'))
(0, 78, tensor(3.8524, device='cuda:0'))
(0, 79, tensor(3.8145, device='cuda:0'))
(0, 80, tensor(3.7925, device='cuda:0'))
(0, 81, tensor(3.7997, device='cuda:0'))
(0, 82, tensor(3.8328, device='cuda:0'))
(0, 83, tensor(3.7641, device='cuda:0'))
(0, 84, tensor(3.7881, device='cuda:0'))
(0, 85, tensor(3.8101, device='cuda:0'))
(0, 86, tensor(3.7625, device='cuda:0'))
(0, 87, tensor(3.7633, device='cuda:0'))
(0, 88, tensor(3.8194, device='cuda:0'))
(0, 89, tensor(3.7881, device='cuda:0'))
(0, 90, tensor(3.7885, device='cuda:0'))
(0, 91, tensor(3.7624, device='cuda:0'))
(0, 92, tensor(3.7789, device='cuda:0'))
(0, 93, tensor(3.7433, device='cuda:0'))
(0, 94, tensor(3.8417, device='cuda:0'))
(0, 95, tensor(3.8036, device='cuda:0'))
