/tmp/slurmd/job1385112/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
2_C3D_Model_BC.py:93: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:135: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(3.8111, device='cuda:0'))
(0, 2, tensor(3.8095, device='cuda:0'))
(0, 3, tensor(3.8734, device='cuda:0'))
(0, 4, tensor(3.8403, device='cuda:0'))
(0, 5, tensor(3.7737, device='cuda:0'))
(0, 6, tensor(3.8424, device='cuda:0'))
(0, 7, tensor(3.8924, device='cuda:0'))
(0, 8, tensor(3.8098, device='cuda:0'))
(0, 9, tensor(3.8090, device='cuda:0'))
(0, 10, tensor(3.7933, device='cuda:0'))
(0, 11, tensor(3.8106, device='cuda:0'))
(0, 12, tensor(3.8515, device='cuda:0'))
(0, 13, tensor(3.7945, device='cuda:0'))
(0, 14, tensor(3.7642, device='cuda:0'))
(0, 15, tensor(3.6975, device='cuda:0'))
(0, 16, tensor(3.6747, device='cuda:0'))
(0, 17, tensor(3.7220, device='cuda:0'))
(0, 18, tensor(3.8654, device='cuda:0'))
(0, 19, tensor(3.8088, device='cuda:0'))
(0, 20, tensor(3.6999, device='cuda:0'))
(0, 21, tensor(3.7262, device='cuda:0'))
(0, 22, tensor(3.6048, device='cuda:0'))
(0, 23, tensor(3.8406, device='cuda:0'))
(0, 24, tensor(3.6377, device='cuda:0'))
(0, 25, tensor(3.5500, device='cuda:0'))
(0, 26, tensor(3.7782, device='cuda:0'))
(0, 27, tensor(3.9669, device='cuda:0'))
(0, 28, tensor(3.7304, device='cuda:0'))
(0, 29, tensor(3.7540, device='cuda:0'))
(0, 30, tensor(3.6680, device='cuda:0'))
(0, 31, tensor(3.7794, device='cuda:0'))
(0, 32, tensor(3.6431, device='cuda:0'))
(0, 33, tensor(3.7039, device='cuda:0'))
(0, 34, tensor(3.8013, device='cuda:0'))
(0, 35, tensor(3.6106, device='cuda:0'))
(0, 36, tensor(3.7203, device='cuda:0'))
(0, 37, tensor(3.7934, device='cuda:0'))
(0, 38, tensor(3.8013, device='cuda:0'))
(0, 39, tensor(3.6468, device='cuda:0'))
(0, 40, tensor(3.7694, device='cuda:0'))
(0, 41, tensor(3.7759, device='cuda:0'))
(0, 42, tensor(3.7136, device='cuda:0'))
(0, 43, tensor(3.5894, device='cuda:0'))
