/tmp/slurmd/job1383997/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
No handlers could be found for logger "libav.swscaler"
No handlers could be found for logger "libav.swscaler"
No handlers could be found for logger "libav.swscaler"
No handlers could be found for logger "libav.swscaler"
No handlers could be found for logger "libav.swscaler"
No handlers could be found for logger "libav.swscaler"
2_C3D_Model_BC.py:93: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:135: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(3.9048, device='cuda:0'))
(0, 2, tensor(3.8142, device='cuda:0'))
(0, 3, tensor(3.7771, device='cuda:0'))
(0, 4, tensor(3.8318, device='cuda:0'))
(0, 5, tensor(3.8221, device='cuda:0'))
(0, 6, tensor(3.8445, device='cuda:0'))
(0, 7, tensor(3.8606, device='cuda:0'))
(0, 8, tensor(3.8346, device='cuda:0'))
No handlers could be found for logger "libav.swscaler"
(0, 9, tensor(3.8411, device='cuda:0'))
(0, 10, tensor(3.7708, device='cuda:0'))
(0, 11, tensor(3.7247, device='cuda:0'))
(0, 12, tensor(3.8995, device='cuda:0'))
(0, 13, tensor(3.8501, device='cuda:0'))
(0, 14, tensor(3.7628, device='cuda:0'))
No handlers could be found for logger "libav.swscaler"
(0, 15, tensor(3.7775, device='cuda:0'))
(0, 16, tensor(3.8323, device='cuda:0'))
(0, 17, tensor(3.8271, device='cuda:0'))
(0, 18, tensor(3.7841, device='cuda:0'))
(0, 19, tensor(3.8092, device='cuda:0'))
(0, 20, tensor(3.6923, device='cuda:0'))
(0, 21, tensor(3.8313, device='cuda:0'))
(0, 22, tensor(3.7217, device='cuda:0'))
(0, 23, tensor(3.9071, device='cuda:0'))
(0, 24, tensor(3.9028, device='cuda:0'))
(0, 25, tensor(3.7827, device='cuda:0'))
(0, 26, tensor(3.7412, device='cuda:0'))
(0, 27, tensor(3.7978, device='cuda:0'))
(0, 28, tensor(3.8601, device='cuda:0'))
(0, 29, tensor(3.7450, device='cuda:0'))
(0, 30, tensor(3.7542, device='cuda:0'))
(0, 31, tensor(3.7506, device='cuda:0'))
(0, 32, tensor(3.7482, device='cuda:0'))
(0, 33, tensor(3.6631, device='cuda:0'))
(0, 34, tensor(3.9583, device='cuda:0'))
(0, 35, tensor(3.7627, device='cuda:0'))
(0, 36, tensor(3.8825, device='cuda:0'))
(0, 37, tensor(3.7627, device='cuda:0'))
(0, 38, tensor(3.7136, device='cuda:0'))
(0, 39, tensor(3.7031, device='cuda:0'))
(0, 40, tensor(3.8095, device='cuda:0'))
(0, 41, tensor(3.5684, device='cuda:0'))
(0, 42, tensor(4.0587, device='cuda:0'))
(0, 43, tensor(3.6742, device='cuda:0'))
(0, 44, tensor(3.7620, device='cuda:0'))
(0, 45, tensor(3.8487, device='cuda:0'))
(0, 46, tensor(3.7662, device='cuda:0'))
(0, 47, tensor(3.9113, device='cuda:0'))
(0, 48, tensor(3.8063, device='cuda:0'))
(0, 49, tensor(3.5966, device='cuda:0'))
(0, 50, tensor(3.7364, device='cuda:0'))
(0, 51, tensor(3.7093, device='cuda:0'))
(0, 52, tensor(4.0449, device='cuda:0'))
(0, 53, tensor(3.7208, device='cuda:0'))
(0, 54, tensor(3.6474, device='cuda:0'))
(0, 55, tensor(3.8533, device='cuda:0'))
(0, 56, tensor(3.7403, device='cuda:0'))
(0, 57, tensor(3.7505, device='cuda:0'))
