/tmp/slurmd/job1384538/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
2_C3D_Model_BC.py:93: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:135: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(4.0201, device='cuda:0'))
(0, 2, tensor(3.8568, device='cuda:0'))
(0, 3, tensor(3.8437, device='cuda:0'))
(0, 4, tensor(3.8254, device='cuda:0'))
(0, 5, tensor(3.8053, device='cuda:0'))
(0, 6, tensor(3.8489, device='cuda:0'))
(0, 7, tensor(3.8293, device='cuda:0'))
(0, 8, tensor(3.9005, device='cuda:0'))
(0, 9, tensor(3.7614, device='cuda:0'))
(0, 10, tensor(3.8155, device='cuda:0'))
(0, 11, tensor(3.7345, device='cuda:0'))
(0, 12, tensor(3.8953, device='cuda:0'))
(0, 13, tensor(3.7070, device='cuda:0'))
(0, 14, tensor(3.8266, device='cuda:0'))
(0, 15, tensor(3.8533, device='cuda:0'))
(0, 16, tensor(3.7850, device='cuda:0'))
(0, 17, tensor(3.7264, device='cuda:0'))
(0, 18, tensor(3.7323, device='cuda:0'))
(0, 19, tensor(3.7011, device='cuda:0'))
(0, 20, tensor(3.7591, device='cuda:0'))
(0, 21, tensor(3.7065, device='cuda:0'))
(0, 22, tensor(3.7897, device='cuda:0'))
(0, 23, tensor(3.9480, device='cuda:0'))
(0, 24, tensor(3.6307, device='cuda:0'))
(0, 25, tensor(3.7259, device='cuda:0'))
(0, 26, tensor(3.7792, device='cuda:0'))
(0, 27, tensor(3.8873, device='cuda:0'))
(0, 28, tensor(3.6866, device='cuda:0'))
(0, 29, tensor(3.8700, device='cuda:0'))
(0, 30, tensor(3.8120, device='cuda:0'))
(0, 31, tensor(3.7394, device='cuda:0'))
(0, 32, tensor(3.7950, device='cuda:0'))
(0, 33, tensor(3.7318, device='cuda:0'))
(0, 34, tensor(3.8820, device='cuda:0'))
(0, 35, tensor(3.8084, device='cuda:0'))
(0, 36, tensor(3.7508, device='cuda:0'))
(0, 37, tensor(3.7435, device='cuda:0'))
(0, 38, tensor(3.7420, device='cuda:0'))
(0, 39, tensor(3.8867, device='cuda:0'))
(0, 40, tensor(3.7975, device='cuda:0'))
(0, 41, tensor(3.8117, device='cuda:0'))
(0, 42, tensor(3.7900, device='cuda:0'))
(0, 43, tensor(3.7213, device='cuda:0'))
(0, 44, tensor(3.7275, device='cuda:0'))
(0, 45, tensor(3.8924, device='cuda:0'))
(0, 46, tensor(3.7125, device='cuda:0'))
(0, 47, tensor(3.7798, device='cuda:0'))
(0, 48, tensor(3.8579, device='cuda:0'))
(0, 49, tensor(3.7579, device='cuda:0'))
(0, 50, tensor(3.7501, device='cuda:0'))
(0, 51, tensor(3.8386, device='cuda:0'))
(0, 52, tensor(3.7740, device='cuda:0'))
(0, 53, tensor(3.7234, device='cuda:0'))
(0, 54, tensor(3.8122, device='cuda:0'))
(0, 55, tensor(3.8515, device='cuda:0'))
(0, 56, tensor(3.7367, device='cuda:0'))
(0, 57, tensor(3.7901, device='cuda:0'))
(0, 58, tensor(3.8005, device='cuda:0'))
(0, 59, tensor(3.8028, device='cuda:0'))
(0, 60, tensor(3.8847, device='cuda:0'))
(0, 61, tensor(3.7768, device='cuda:0'))
(0, 62, tensor(3.8450, device='cuda:0'))
(0, 63, tensor(3.7812, device='cuda:0'))
(0, 64, tensor(3.7374, device='cuda:0'))
(0, 65, tensor(3.8029, device='cuda:0'))
(0, 66, tensor(3.6726, device='cuda:0'))
(0, 67, tensor(3.7199, device='cuda:0'))
(0, 68, tensor(3.8333, device='cuda:0'))
(0, 69, tensor(3.7904, device='cuda:0'))
(0, 70, tensor(3.7448, device='cuda:0'))
(0, 71, tensor(3.7136, device='cuda:0'))
(0, 72, tensor(3.6870, device='cuda:0'))
(0, 73, tensor(3.7757, device='cuda:0'))
(0, 74, tensor(3.8371, device='cuda:0'))
(0, 75, tensor(3.6653, device='cuda:0'))
(0, 76, tensor(3.8353, device='cuda:0'))
(0, 77, tensor(3.8235, device='cuda:0'))
(0, 78, tensor(3.6968, device='cuda:0'))
(0, 79, tensor(3.7637, device='cuda:0'))
