/tmp/slurmd/job1385072/slurm_script: line 9: cd: qb18517/11_DT/dynamicTextureMain/4_C3D_ConvolutionalNN_3D/: No such file or directory
cuda:0
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
No handlers could be found for logger "libav.h264"
2_C3D_Model_BC.py:93: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  return F.log_softmax(x)
2_C3D_Model_BC.py:135: UserWarning: invalid index of a 0-dim tensor. This will be an error in PyTorch 0.5. Use tensor.item() to convert a 0-dim tensor to a Python number
  print(epoch,i,loss.data[0])#, loss.data[0])
(0, 1, tensor(3.7458, device='cuda:0'))
(0, 2, tensor(3.8374, device='cuda:0'))
(0, 3, tensor(3.7936, device='cuda:0'))
(0, 4, tensor(3.7268, device='cuda:0'))
(0, 5, tensor(3.7332, device='cuda:0'))
(0, 6, tensor(4.0186, device='cuda:0'))
(0, 7, tensor(3.6935, device='cuda:0'))
(0, 8, tensor(3.8519, device='cuda:0'))
(0, 9, tensor(3.8090, device='cuda:0'))
(0, 10, tensor(3.7672, device='cuda:0'))
(0, 11, tensor(3.8231, device='cuda:0'))
(0, 12, tensor(3.8114, device='cuda:0'))
(0, 13, tensor(3.7693, device='cuda:0'))
(0, 14, tensor(3.7561, device='cuda:0'))
(0, 15, tensor(3.7596, device='cuda:0'))
(0, 16, tensor(3.8010, device='cuda:0'))
(0, 17, tensor(3.6964, device='cuda:0'))
(0, 18, tensor(3.7843, device='cuda:0'))
(0, 19, tensor(3.8697, device='cuda:0'))
(0, 20, tensor(3.7817, device='cuda:0'))
(0, 21, tensor(3.7458, device='cuda:0'))
(0, 22, tensor(3.6938, device='cuda:0'))
(0, 23, tensor(3.7565, device='cuda:0'))
(0, 24, tensor(3.6579, device='cuda:0'))
(0, 25, tensor(3.6016, device='cuda:0'))
(0, 26, tensor(3.7383, device='cuda:0'))
(0, 27, tensor(3.7173, device='cuda:0'))
(0, 28, tensor(3.9111, device='cuda:0'))
(0, 29, tensor(3.7235, device='cuda:0'))
(0, 30, tensor(3.7281, device='cuda:0'))
(0, 31, tensor(3.7449, device='cuda:0'))
(0, 32, tensor(3.6307, device='cuda:0'))
(0, 33, tensor(3.6887, device='cuda:0'))
(0, 34, tensor(3.8147, device='cuda:0'))
(0, 35, tensor(3.7242, device='cuda:0'))
(0, 36, tensor(3.6350, device='cuda:0'))
(0, 37, tensor(3.7111, device='cuda:0'))
(0, 38, tensor(3.5874, device='cuda:0'))
(0, 39, tensor(3.8071, device='cuda:0'))
(0, 40, tensor(3.6760, device='cuda:0'))
(0, 41, tensor(3.8151, device='cuda:0'))
(0, 42, tensor(3.7944, device='cuda:0'))
(0, 43, tensor(3.7327, device='cuda:0'))
(0, 44, tensor(3.7017, device='cuda:0'))
(0, 45, tensor(3.7388, device='cuda:0'))
(0, 46, tensor(3.7334, device='cuda:0'))
(0, 47, tensor(3.6148, device='cuda:0'))
(0, 48, tensor(3.7778, device='cuda:0'))
(0, 49, tensor(3.8677, device='cuda:0'))
(0, 50, tensor(3.6873, device='cuda:0'))
(0, 51, tensor(3.6322, device='cuda:0'))
(0, 52, tensor(3.6434, device='cuda:0'))
(0, 53, tensor(3.4083, device='cuda:0'))
(0, 54, tensor(3.6985, device='cuda:0'))
(0, 55, tensor(3.7816, device='cuda:0'))
(0, 56, tensor(3.5361, device='cuda:0'))
(0, 57, tensor(3.6353, device='cuda:0'))
(0, 58, tensor(3.7718, device='cuda:0'))
(0, 59, tensor(3.7392, device='cuda:0'))
(0, 60, tensor(3.8705, device='cuda:0'))
(0, 61, tensor(3.7715, device='cuda:0'))
(0, 62, tensor(3.7251, device='cuda:0'))
(0, 63, tensor(3.7150, device='cuda:0'))
(0, 64, tensor(3.7181, device='cuda:0'))
(0, 65, tensor(3.6797, device='cuda:0'))
(0, 66, tensor(3.5776, device='cuda:0'))
(0, 67, tensor(3.7175, device='cuda:0'))
(0, 68, tensor(3.7101, device='cuda:0'))
(0, 69, tensor(3.5732, device='cuda:0'))
(0, 70, tensor(3.8607, device='cuda:0'))
(0, 71, tensor(3.7517, device='cuda:0'))
(0, 72, tensor(3.8477, device='cuda:0'))
(0, 73, tensor(3.8111, device='cuda:0'))
(0, 74, tensor(3.7916, device='cuda:0'))
(0, 75, tensor(3.6827, device='cuda:0'))
(0, 76, tensor(3.6562, device='cuda:0'))
(0, 77, tensor(3.7475, device='cuda:0'))
(0, 78, tensor(3.5688, device='cuda:0'))
(0, 79, tensor(3.6135, device='cuda:0'))
(0, 80, tensor(3.6484, device='cuda:0'))
(0, 81, tensor(3.7320, device='cuda:0'))
(0, 82, tensor(3.7357, device='cuda:0'))
(0, 83, tensor(3.6638, device='cuda:0'))
(0, 84, tensor(3.5097, device='cuda:0'))
(0, 85, tensor(3.5813, device='cuda:0'))
(0, 86, tensor(3.6160, device='cuda:0'))
(0, 87, tensor(3.6281, device='cuda:0'))
(0, 88, tensor(3.7480, device='cuda:0'))
(0, 89, tensor(3.6729, device='cuda:0'))
(0, 90, tensor(3.5783, device='cuda:0'))
(0, 91, tensor(3.7649, device='cuda:0'))
(0, 92, tensor(3.4993, device='cuda:0'))
(0, 93, tensor(3.6305, device='cuda:0'))
(0, 94, tensor(3.5974, device='cuda:0'))
(0, 95, tensor(3.5715, device='cuda:0'))
(0, 96, tensor(3.4859, device='cuda:0'))
(0, 97, tensor(3.2885, device='cuda:0'))
(0, 98, tensor(3.7470, device='cuda:0'))
(0, 99, tensor(3.7203, device='cuda:0'))
(0, 100, tensor(3.6524, device='cuda:0'))
(0, 101, tensor(3.4768, device='cuda:0'))
(0, 102, tensor(3.7422, device='cuda:0'))
(0, 103, tensor(3.5752, device='cuda:0'))
(0, 104, tensor(3.5730, device='cuda:0'))
(0, 105, tensor(3.6909, device='cuda:0'))
(0, 106, tensor(3.5315, device='cuda:0'))
(0, 107, tensor(3.8678, device='cuda:0'))
(0, 108, tensor(3.5143, device='cuda:0'))
(0, 109, tensor(3.5526, device='cuda:0'))
(0, 110, tensor(3.8300, device='cuda:0'))
(0, 111, tensor(3.6443, device='cuda:0'))
(0, 112, tensor(3.6581, device='cuda:0'))
(0, 113, tensor(3.7602, device='cuda:0'))
(0, 114, tensor(3.6672, device='cuda:0'))
(0, 115, tensor(3.4045, device='cuda:0'))
(0, 116, tensor(3.4679, device='cuda:0'))
(0, 117, tensor(3.6821, device='cuda:0'))
(0, 118, tensor(3.8177, device='cuda:0'))
(0, 119, tensor(3.5019, device='cuda:0'))
(0, 120, tensor(3.5444, device='cuda:0'))
(0, 121, tensor(3.5242, device='cuda:0'))
(0, 122, tensor(3.6724, device='cuda:0'))
(0, 123, tensor(3.5358, device='cuda:0'))
(0, 124, tensor(3.5177, device='cuda:0'))
(0, 125, tensor(3.5124, device='cuda:0'))
(0, 126, tensor(3.7260, device='cuda:0'))
(0, 127, tensor(3.4860, device='cuda:0'))
(0, 128, tensor(3.6336, device='cuda:0'))
(0, 129, tensor(3.6713, device='cuda:0'))
(0, 130, tensor(3.6812, device='cuda:0'))
(0, 131, tensor(3.4246, device='cuda:0'))
(0, 132, tensor(3.1648, device='cuda:0'))
(0, 133, tensor(3.5642, device='cuda:0'))
(0, 134, tensor(3.6105, device='cuda:0'))
(0, 135, tensor(3.5522, device='cuda:0'))
(0, 136, tensor(3.7672, device='cuda:0'))
(0, 137, tensor(3.4994, device='cuda:0'))
(0, 138, tensor(3.5168, device='cuda:0'))
(0, 139, tensor(3.4694, device='cuda:0'))
(0, 140, tensor(3.6019, device='cuda:0'))
(0, 141, tensor(3.8060, device='cuda:0'))
(0, 142, tensor(3.4706, device='cuda:0'))
(0, 143, tensor(3.5320, device='cuda:0'))
(0, 144, tensor(3.4207, device='cuda:0'))
(0, 145, tensor(3.6526, device='cuda:0'))
(0, 146, tensor(3.7412, device='cuda:0'))
(0, 147, tensor(3.4114, device='cuda:0'))
(0, 148, tensor(3.2586, device='cuda:0'))
(0, 149, tensor(3.6447, device='cuda:0'))
(0, 150, tensor(3.8660, device='cuda:0'))
(0, 151, tensor(3.5980, device='cuda:0'))
(0, 152, tensor(3.4984, device='cuda:0'))
(0, 153, tensor(3.4274, device='cuda:0'))
(0, 154, tensor(3.3634, device='cuda:0'))
(0, 155, tensor(3.1525, device='cuda:0'))
